,COCLSACT
17335,NEVER USED COCAINE
17336,DID NOT USE COCAINE IN THE PAST 12 MOS
17337,NEVER USED COCAINE
17338,NEVER USED COCAINE
17339,NEVER USED COCAINE
17340,NEVER USED COCAINE
17341,NEVER USED COCAINE
17342,NEVER USED COCAINE
17343,NEVER USED COCAINE
17344,NEVER USED COCAINE
17345,NEVER USED COCAINE
17346,NEVER USED COCAINE
17347,NEVER USED COCAINE
17348,NEVER USED COCAINE
17349,NEVER USED COCAINE
17350,NEVER USED COCAINE
17351,NEVER USED COCAINE
17352,NEVER USED COCAINE
17353,NEVER USED COCAINE
17354,NEVER USED COCAINE
17355,NEVER USED COCAINE
17356,NEVER USED COCAINE
17357,NEVER USED COCAINE
17358,NEVER USED COCAINE
17359,NEVER USED COCAINE
17360,NEVER USED COCAINE
17361,NEVER USED COCAINE
17362,DID NOT USE COCAINE IN THE PAST 12 MOS
17363,NEVER USED COCAINE
17364,NEVER USED COCAINE
17365,NEVER USED COCAINE
17366,NEVER USED COCAINE
17367,NEVER USED COCAINE
17368,NEVER USED COCAINE
17369,NEVER USED COCAINE
17370,NEVER USED COCAINE
17371,NEVER USED COCAINE
17372,NEVER USED COCAINE
17373,NEVER USED COCAINE
17374,NEVER USED COCAINE
17375,NEVER USED COCAINE
17376,NEVER USED COCAINE
17377,NEVER USED COCAINE
17378,NEVER USED COCAINE
17379,NEVER USED COCAINE
17380,NEVER USED COCAINE
17381,NEVER USED COCAINE
17382,NEVER USED COCAINE
17383,DID NOT USE COCAINE IN THE PAST 12 MOS
17384,DID NOT USE COCAINE IN THE PAST 12 MOS
17385,NEVER USED COCAINE
17386,NEVER USED COCAINE
17387,NEVER USED COCAINE
17388,NEVER USED COCAINE
17389,NEVER USED COCAINE
17390,NEVER USED COCAINE
17391,NEVER USED COCAINE
17392,NEVER USED COCAINE
17393,NEVER USED COCAINE
17394,NEVER USED COCAINE
17395,NEVER USED COCAINE
17396,NEVER USED COCAINE
17397,NEVER USED COCAINE
17398,NEVER USED COCAINE
17399,NEVER USED COCAINE
17400,DID NOT USE COCAINE IN THE PAST 12 MOS
17401,NEVER USED COCAINE
17402,NEVER USED COCAINE
17403,NEVER USED COCAINE
17404,NEVER USED COCAINE
17405,NEVER USED COCAINE
17406,DID NOT USE COCAINE IN THE PAST 12 MOS
17407,DID NOT USE COCAINE IN THE PAST 12 MOS
17408,NEVER USED COCAINE
17409,NEVER USED COCAINE
17410,NEVER USED COCAINE
17411,NEVER USED COCAINE
17412,DID NOT USE COCAINE IN THE PAST 12 MOS
17413,NEVER USED COCAINE
17414,NEVER USED COCAINE
17415,NEVER USED COCAINE
17416,DID NOT USE COCAINE IN THE PAST 12 MOS
17417,NEVER USED COCAINE
17418,NEVER USED COCAINE
17419,NEVER USED COCAINE
17420,No
17421,NEVER USED COCAINE
17422,NEVER USED COCAINE
17423,NEVER USED COCAINE
17424,NEVER USED COCAINE
17425,NEVER USED COCAINE
17426,NEVER USED COCAINE
17427,NEVER USED COCAINE
17428,NEVER USED COCAINE
17429,NEVER USED COCAINE
17430,NEVER USED COCAINE
17431,NEVER USED COCAINE
17432,NEVER USED COCAINE
17433,NEVER USED COCAINE
17434,NEVER USED COCAINE
17435,DID NOT USE COCAINE IN THE PAST 12 MOS
17436,NEVER USED COCAINE
17437,NEVER USED COCAINE
17438,NEVER USED COCAINE
17439,NEVER USED COCAINE
17440,NEVER USED COCAINE
17441,NEVER USED COCAINE
17442,NEVER USED COCAINE
17443,DID NOT USE COCAINE IN THE PAST 12 MOS
17444,NEVER USED COCAINE
17445,NEVER USED COCAINE
17446,NEVER USED COCAINE
17447,NEVER USED COCAINE
17448,NEVER USED COCAINE
17449,NEVER USED COCAINE
17450,NEVER USED COCAINE
17451,NEVER USED COCAINE
17452,NEVER USED COCAINE
17453,DID NOT USE COCAINE IN THE PAST 12 MOS
17454,NEVER USED COCAINE
17455,NEVER USED COCAINE
17456,NEVER USED COCAINE
17457,DID NOT USE COCAINE IN THE PAST 12 MOS
17458,NEVER USED COCAINE
17459,NEVER USED COCAINE
17460,NEVER USED COCAINE
17461,NEVER USED COCAINE
17462,NEVER USED COCAINE
17463,NEVER USED COCAINE
17464,DID NOT USE COCAINE IN THE PAST 12 MOS
17465,DID NOT USE COCAINE IN THE PAST 12 MOS
17466,NEVER USED COCAINE
17467,NEVER USED COCAINE
17468,NEVER USED COCAINE
17469,NEVER USED COCAINE
17470,NEVER USED COCAINE
17471,NEVER USED COCAINE
17472,NEVER USED COCAINE
17473,NEVER USED COCAINE
17474,NEVER USED COCAINE
17475,NEVER USED COCAINE
17476,NEVER USED COCAINE
17477,NEVER USED COCAINE
17478,NEVER USED COCAINE
17479,No
17480,NEVER USED COCAINE
17481,NEVER USED COCAINE
17482,NEVER USED COCAINE
17483,NEVER USED COCAINE
17484,NEVER USED COCAINE
17485,DID NOT USE COCAINE IN THE PAST 12 MOS
17486,NEVER USED COCAINE
17487,NEVER USED COCAINE
17488,NEVER USED COCAINE
17489,NEVER USED COCAINE
17490,DID NOT USE COCAINE IN THE PAST 12 MOS
17491,NEVER USED COCAINE
17492,NEVER USED COCAINE
17493,NEVER USED COCAINE
17494,NEVER USED COCAINE
17495,NEVER USED COCAINE
17496,DID NOT USE COCAINE IN THE PAST 12 MOS
17497,NEVER USED COCAINE
17498,NEVER USED COCAINE
17499,NEVER USED COCAINE
17500,NEVER USED COCAINE
17501,NEVER USED COCAINE
17502,NEVER USED COCAINE
17503,NEVER USED COCAINE
17504,No
17505,DID NOT USE COCAINE IN THE PAST 12 MOS
17506,NEVER USED COCAINE
17507,NEVER USED COCAINE
17508,NEVER USED COCAINE
17509,NEVER USED COCAINE
17510,NEVER USED COCAINE
17511,NEVER USED COCAINE
17512,NEVER USED COCAINE
17513,NEVER USED COCAINE
17514,NEVER USED COCAINE
17515,NEVER USED COCAINE
17516,NEVER USED COCAINE
17517,No
17518,NEVER USED COCAINE
17519,NEVER USED COCAINE
17520,NEVER USED COCAINE
17521,NEVER USED COCAINE
17522,NEVER USED COCAINE
17523,NEVER USED COCAINE
17524,NEVER USED COCAINE
17525,NEVER USED COCAINE
17526,NEVER USED COCAINE
17527,NEVER USED COCAINE
17528,NEVER USED COCAINE
17529,DID NOT USE COCAINE IN THE PAST 12 MOS
17530,NEVER USED COCAINE
17531,NEVER USED COCAINE
17532,NEVER USED COCAINE
17533,NEVER USED COCAINE
17534,NEVER USED COCAINE
17535,NEVER USED COCAINE
17536,NEVER USED COCAINE
17537,NEVER USED COCAINE
17538,NEVER USED COCAINE
17539,NEVER USED COCAINE
17540,NEVER USED COCAINE
17541,NEVER USED COCAINE
17542,NEVER USED COCAINE
17543,NEVER USED COCAINE
17544,NEVER USED COCAINE
17545,NEVER USED COCAINE
17546,NEVER USED COCAINE
17547,NEVER USED COCAINE
17548,DID NOT USE COCAINE IN THE PAST 12 MOS
17549,NEVER USED COCAINE
17550,NEVER USED COCAINE
17551,NEVER USED COCAINE
17552,NEVER USED COCAINE
17553,No
17554,NEVER USED COCAINE
17555,NEVER USED COCAINE
17556,NEVER USED COCAINE
17557,NEVER USED COCAINE
17558,NEVER USED COCAINE
17559,NEVER USED COCAINE
17560,NEVER USED COCAINE
17561,NEVER USED COCAINE
17562,NEVER USED COCAINE
17563,NEVER USED COCAINE
17564,NEVER USED COCAINE
17565,NEVER USED COCAINE
17566,NEVER USED COCAINE
17567,NEVER USED COCAINE
17568,NEVER USED COCAINE
17569,NEVER USED COCAINE
17570,NEVER USED COCAINE
17571,NEVER USED COCAINE
17572,DID NOT USE COCAINE IN THE PAST 12 MOS
17573,NEVER USED COCAINE
17574,NEVER USED COCAINE
17575,NEVER USED COCAINE
17576,No
17577,NEVER USED COCAINE
17578,NEVER USED COCAINE
17579,NEVER USED COCAINE
17580,No
17581,NEVER USED COCAINE
17582,DID NOT USE COCAINE IN THE PAST 12 MOS
17583,NEVER USED COCAINE
17584,NEVER USED COCAINE
17585,NEVER USED COCAINE
17586,NEVER USED COCAINE
17587,DID NOT USE COCAINE IN THE PAST 12 MOS
17588,NEVER USED COCAINE
17589,No
17590,NEVER USED COCAINE
17591,NEVER USED COCAINE
17592,NEVER USED COCAINE
17593,NEVER USED COCAINE
17594,NEVER USED COCAINE
17595,NEVER USED COCAINE
17596,NEVER USED COCAINE
17597,NEVER USED COCAINE
17598,DID NOT USE COCAINE IN THE PAST 12 MOS
17599,NEVER USED COCAINE
17600,NEVER USED COCAINE
17601,NEVER USED COCAINE
17602,NEVER USED COCAINE
17603,NEVER USED COCAINE
17604,NEVER USED COCAINE
17605,NEVER USED COCAINE
17606,NEVER USED COCAINE
17607,NEVER USED COCAINE
17608,NEVER USED COCAINE
17609,NEVER USED COCAINE
17610,NEVER USED COCAINE
17611,NEVER USED COCAINE
17612,NEVER USED COCAINE
17613,NEVER USED COCAINE
17614,NEVER USED COCAINE
17615,No
17616,NEVER USED COCAINE
17617,NEVER USED COCAINE
17618,NEVER USED COCAINE
17619,NEVER USED COCAINE
17620,NEVER USED COCAINE
17621,NEVER USED COCAINE
17622,NEVER USED COCAINE
17623,NEVER USED COCAINE
17624,NEVER USED COCAINE
17625,NEVER USED COCAINE
17626,NEVER USED COCAINE
17627,No
17628,NEVER USED COCAINE
17629,NEVER USED COCAINE
17630,NEVER USED COCAINE
17631,NEVER USED COCAINE
17632,NEVER USED COCAINE
17633,NEVER USED COCAINE
17634,NEVER USED COCAINE
17635,No
17636,NEVER USED COCAINE
17637,DID NOT USE COCAINE IN THE PAST 12 MOS
17638,NEVER USED COCAINE
17639,NEVER USED COCAINE
17640,NEVER USED COCAINE
17641,NEVER USED COCAINE
17642,NEVER USED COCAINE
17643,NEVER USED COCAINE
17644,NEVER USED COCAINE
17645,NEVER USED COCAINE
17646,NEVER USED COCAINE
17647,NEVER USED COCAINE
17648,NEVER USED COCAINE
17649,NEVER USED COCAINE
17650,NEVER USED COCAINE
17651,NEVER USED COCAINE
17652,NEVER USED COCAINE
17653,NEVER USED COCAINE
17654,NEVER USED COCAINE
17655,NEVER USED COCAINE
17656,NEVER USED COCAINE
17657,DID NOT USE COCAINE IN THE PAST 12 MOS
17658,DID NOT USE COCAINE IN THE PAST 12 MOS
17659,NEVER USED COCAINE
17660,NEVER USED COCAINE
17661,NEVER USED COCAINE
17662,NEVER USED COCAINE
17663,DID NOT USE COCAINE IN THE PAST 12 MOS
17664,DID NOT USE COCAINE IN THE PAST 12 MOS
17665,NEVER USED COCAINE
17666,NEVER USED COCAINE
17667,NEVER USED COCAINE
17668,NEVER USED COCAINE
17669,DID NOT USE COCAINE IN THE PAST 12 MOS
17670,NEVER USED COCAINE
17671,NEVER USED COCAINE
17672,NEVER USED COCAINE
17673,DID NOT USE COCAINE IN THE PAST 12 MOS
17674,NEVER USED COCAINE
17675,No
17676,NEVER USED COCAINE
17677,NEVER USED COCAINE
17678,NEVER USED COCAINE
17679,NEVER USED COCAINE
17680,NEVER USED COCAINE
17681,NEVER USED COCAINE
17682,NEVER USED COCAINE
17683,NEVER USED COCAINE
17684,NEVER USED COCAINE
17685,NEVER USED COCAINE
17686,NEVER USED COCAINE
17687,NEVER USED COCAINE
17688,NEVER USED COCAINE
17689,NEVER USED COCAINE
17690,NEVER USED COCAINE
17691,NEVER USED COCAINE
17692,NEVER USED COCAINE
17693,NEVER USED COCAINE
17694,NEVER USED COCAINE
17695,NEVER USED COCAINE
17696,NEVER USED COCAINE
17697,NEVER USED COCAINE
17698,NEVER USED COCAINE
17699,DID NOT USE COCAINE IN THE PAST 12 MOS
17700,NEVER USED COCAINE
17701,No
17702,NEVER USED COCAINE
17703,NEVER USED COCAINE
17704,NEVER USED COCAINE
17705,NEVER USED COCAINE
17706,NEVER USED COCAINE
17707,NEVER USED COCAINE
17708,NEVER USED COCAINE
17709,DID NOT USE COCAINE IN THE PAST 12 MOS
17710,NEVER USED COCAINE
17711,NEVER USED COCAINE
17712,NEVER USED COCAINE
17713,NEVER USED COCAINE
17714,NEVER USED COCAINE
17715,NEVER USED COCAINE
17716,NEVER USED COCAINE
17717,NEVER USED COCAINE
17718,NEVER USED COCAINE
17719,NEVER USED COCAINE
17720,NEVER USED COCAINE
17721,NEVER USED COCAINE
17722,NEVER USED COCAINE
17723,NEVER USED COCAINE
17724,NEVER USED COCAINE
17725,NEVER USED COCAINE
17726,NEVER USED COCAINE
17727,NEVER USED COCAINE
17728,NEVER USED COCAINE
17729,NEVER USED COCAINE
17730,No
17731,DID NOT USE COCAINE IN THE PAST 12 MOS
17732,NEVER USED COCAINE
17733,NEVER USED COCAINE
17734,NEVER USED COCAINE
17735,No
17736,NEVER USED COCAINE
17737,NEVER USED COCAINE
17738,NEVER USED COCAINE
17739,NEVER USED COCAINE
17740,NEVER USED COCAINE
17741,NEVER USED COCAINE
17742,NEVER USED COCAINE
17743,NEVER USED COCAINE
17744,NEVER USED COCAINE
17745,NEVER USED COCAINE
17746,NEVER USED COCAINE
17747,DID NOT USE COCAINE IN THE PAST 12 MOS
17748,NEVER USED COCAINE
17749,No
17750,NEVER USED COCAINE
17751,NEVER USED COCAINE
17752,NEVER USED COCAINE
17753,NEVER USED COCAINE
17754,NEVER USED COCAINE
17755,NEVER USED COCAINE
17756,No
17757,NEVER USED COCAINE
17758,NEVER USED COCAINE
17759,NEVER USED COCAINE
17760,NEVER USED COCAINE
17761,DID NOT USE COCAINE IN THE PAST 12 MOS
17762,NEVER USED COCAINE
17763,NEVER USED COCAINE
17764,NEVER USED COCAINE
17765,NEVER USED COCAINE
17766,NEVER USED COCAINE
17767,DID NOT USE COCAINE IN THE PAST 12 MOS
17768,NEVER USED COCAINE
17769,DID NOT USE COCAINE IN THE PAST 12 MOS
17770,NEVER USED COCAINE
17771,NEVER USED COCAINE
17772,DID NOT USE COCAINE IN THE PAST 12 MOS
17773,NEVER USED COCAINE
17774,NEVER USED COCAINE
17775,NEVER USED COCAINE
17776,NEVER USED COCAINE
17777,NEVER USED COCAINE
17778,NEVER USED COCAINE
17779,NEVER USED COCAINE
17780,NEVER USED COCAINE
17781,NEVER USED COCAINE
17782,NEVER USED COCAINE
17783,NEVER USED COCAINE
17784,NEVER USED COCAINE
17785,NEVER USED COCAINE
17786,NEVER USED COCAINE
17787,NEVER USED COCAINE
17788,NEVER USED COCAINE
17789,NEVER USED COCAINE
17790,NEVER USED COCAINE
17791,NEVER USED COCAINE
17792,NEVER USED COCAINE
17793,NEVER USED COCAINE
17794,NEVER USED COCAINE
17795,NEVER USED COCAINE
17796,NEVER USED COCAINE
17797,NEVER USED COCAINE
17798,NEVER USED COCAINE
17799,NEVER USED COCAINE
17800,NEVER USED COCAINE
17801,NEVER USED COCAINE
17802,NEVER USED COCAINE
17803,NEVER USED COCAINE
17804,NEVER USED COCAINE
17805,NEVER USED COCAINE
17806,NEVER USED COCAINE
17807,NEVER USED COCAINE
17808,NEVER USED COCAINE
17809,NEVER USED COCAINE
17810,NEVER USED COCAINE
17811,DID NOT USE COCAINE IN THE PAST 12 MOS
17812,NEVER USED COCAINE
17813,NEVER USED COCAINE
17814,NEVER USED COCAINE
17815,NEVER USED COCAINE
17816,NEVER USED COCAINE
17817,NEVER USED COCAINE
17818,NEVER USED COCAINE
17819,NEVER USED COCAINE
17820,NEVER USED COCAINE
17821,DID NOT USE COCAINE IN THE PAST 12 MOS
17822,NEVER USED COCAINE
17823,NEVER USED COCAINE
17824,NEVER USED COCAINE
17825,NEVER USED COCAINE
17826,NEVER USED COCAINE
17827,NEVER USED COCAINE
17828,NEVER USED COCAINE
17829,NEVER USED COCAINE
17830,NEVER USED COCAINE
17831,NEVER USED COCAINE
17832,NEVER USED COCAINE
17833,NEVER USED COCAINE
17834,NEVER USED COCAINE
17835,NEVER USED COCAINE
17836,NEVER USED COCAINE
17837,NEVER USED COCAINE
17838,NEVER USED COCAINE
17839,No
17840,NEVER USED COCAINE
17841,NEVER USED COCAINE
17842,NEVER USED COCAINE
17843,No
17844,NEVER USED COCAINE
17845,DID NOT USE COCAINE IN THE PAST 12 MOS
17846,DID NOT USE COCAINE IN THE PAST 12 MOS
17847,NEVER USED COCAINE
17848,No
17849,DID NOT USE COCAINE IN THE PAST 12 MOS
17850,NEVER USED COCAINE
17851,NEVER USED COCAINE
17852,NEVER USED COCAINE
17853,NEVER USED COCAINE
17854,NEVER USED COCAINE
17855,DID NOT USE COCAINE IN THE PAST 12 MOS
17856,NEVER USED COCAINE
17857,NEVER USED COCAINE
17858,NEVER USED COCAINE
17859,NEVER USED COCAINE
17860,NEVER USED COCAINE
17861,NEVER USED COCAINE
17862,NEVER USED COCAINE
17863,NEVER USED COCAINE
17864,NEVER USED COCAINE
17865,NEVER USED COCAINE
17866,NEVER USED COCAINE
17867,NEVER USED COCAINE
17868,NEVER USED COCAINE
17869,NEVER USED COCAINE
17870,NEVER USED COCAINE
17871,NEVER USED COCAINE
17872,NEVER USED COCAINE
17873,NEVER USED COCAINE
17874,NEVER USED COCAINE
17875,NEVER USED COCAINE
17876,DID NOT USE COCAINE IN THE PAST 12 MOS
17877,NEVER USED COCAINE
17878,NEVER USED COCAINE
17879,NEVER USED COCAINE
17880,DID NOT USE COCAINE IN THE PAST 12 MOS
17881,NEVER USED COCAINE
17882,NEVER USED COCAINE
17883,NEVER USED COCAINE
17884,DID NOT USE COCAINE IN THE PAST 12 MOS
17885,NEVER USED COCAINE
17886,NEVER USED COCAINE
17887,NEVER USED COCAINE
17888,NEVER USED COCAINE
17889,NEVER USED COCAINE
17890,DID NOT USE COCAINE IN THE PAST 12 MOS
17891,NEVER USED COCAINE
17892,NEVER USED COCAINE
17893,NEVER USED COCAINE
17894,No
17895,NEVER USED COCAINE
17896,NEVER USED COCAINE
17897,NEVER USED COCAINE
17898,NEVER USED COCAINE
17899,DID NOT USE COCAINE IN THE PAST 12 MOS
17900,NEVER USED COCAINE
17901,NEVER USED COCAINE
17902,NEVER USED COCAINE
17903,NEVER USED COCAINE
17904,NEVER USED COCAINE
17905,NEVER USED COCAINE
17906,NEVER USED COCAINE
17907,NEVER USED COCAINE
17908,NEVER USED COCAINE
17909,NEVER USED COCAINE
17910,NEVER USED COCAINE
17911,NEVER USED COCAINE
17912,DID NOT USE COCAINE IN THE PAST 12 MOS
17913,NEVER USED COCAINE
17914,NEVER USED COCAINE
17915,NEVER USED COCAINE
17916,NEVER USED COCAINE
17917,NEVER USED COCAINE
17918,NEVER USED COCAINE
17919,NEVER USED COCAINE
17920,NEVER USED COCAINE
17921,NEVER USED COCAINE
17922,NEVER USED COCAINE
17923,NEVER USED COCAINE
17924,NEVER USED COCAINE
17925,NEVER USED COCAINE
17926,NEVER USED COCAINE
17927,NEVER USED COCAINE
17928,NEVER USED COCAINE
17929,No
17930,NEVER USED COCAINE
17931,NEVER USED COCAINE
17932,NEVER USED COCAINE
17933,NEVER USED COCAINE
17934,DID NOT USE COCAINE IN THE PAST 12 MOS
17935,No
17936,NEVER USED COCAINE
17937,NEVER USED COCAINE
17938,NEVER USED COCAINE
17939,DID NOT USE COCAINE IN THE PAST 12 MOS
17940,NEVER USED COCAINE
17941,NEVER USED COCAINE
17942,NEVER USED COCAINE
17943,NEVER USED COCAINE
17944,NEVER USED COCAINE
17945,NEVER USED COCAINE
17946,NEVER USED COCAINE
17947,NEVER USED COCAINE
17948,NEVER USED COCAINE
17949,NEVER USED COCAINE
17950,NEVER USED COCAINE
17951,NEVER USED COCAINE
17952,NEVER USED COCAINE
17953,NEVER USED COCAINE
17954,NEVER USED COCAINE
17955,NEVER USED COCAINE
17956,NEVER USED COCAINE
17957,NEVER USED COCAINE
17958,NEVER USED COCAINE
17959,NEVER USED COCAINE
17960,NEVER USED COCAINE
17961,NEVER USED COCAINE
17962,NEVER USED COCAINE
17963,NEVER USED COCAINE
17964,NEVER USED COCAINE
17965,NEVER USED COCAINE
17966,NEVER USED COCAINE
17967,NEVER USED COCAINE
17968,NEVER USED COCAINE
17969,NEVER USED COCAINE
17970,NEVER USED COCAINE
17971,NEVER USED COCAINE
17972,NEVER USED COCAINE
17973,NEVER USED COCAINE
17974,NEVER USED COCAINE
17975,NEVER USED COCAINE
17976,NEVER USED COCAINE
17977,DID NOT USE COCAINE IN THE PAST 12 MOS
17978,NEVER USED COCAINE
17979,NEVER USED COCAINE
17980,NEVER USED COCAINE
17981,NEVER USED COCAINE
17982,NEVER USED COCAINE
17983,NEVER USED COCAINE
17984,NEVER USED COCAINE
17985,NEVER USED COCAINE
17986,NEVER USED COCAINE
17987,NEVER USED COCAINE
17988,NEVER USED COCAINE
17989,NEVER USED COCAINE
17990,NEVER USED COCAINE
17991,NEVER USED COCAINE
17992,NEVER USED COCAINE
17993,NEVER USED COCAINE
17994,NEVER USED COCAINE
17995,NEVER USED COCAINE
17996,NEVER USED COCAINE
17997,NEVER USED COCAINE
17998,NEVER USED COCAINE
17999,NEVER USED COCAINE
18000,NEVER USED COCAINE
18001,NEVER USED COCAINE
18002,NEVER USED COCAINE
18003,NEVER USED COCAINE
18004,NEVER USED COCAINE
18005,NEVER USED COCAINE
18006,NEVER USED COCAINE
18007,NEVER USED COCAINE
18008,NEVER USED COCAINE
18009,NEVER USED COCAINE
18010,NEVER USED COCAINE
18011,NEVER USED COCAINE
18012,NEVER USED COCAINE
18013,NEVER USED COCAINE
18014,NEVER USED COCAINE
18015,NEVER USED COCAINE
18016,NEVER USED COCAINE
18017,NEVER USED COCAINE
18018,NEVER USED COCAINE
18019,NEVER USED COCAINE
18020,DID NOT USE COCAINE IN THE PAST 12 MOS
18021,NEVER USED COCAINE
18022,NEVER USED COCAINE
18023,NEVER USED COCAINE
18024,NEVER USED COCAINE
18025,NEVER USED COCAINE
18026,NEVER USED COCAINE
18027,NEVER USED COCAINE
18028,NEVER USED COCAINE
18029,NEVER USED COCAINE
18030,NEVER USED COCAINE
18031,DID NOT USE COCAINE IN THE PAST 12 MOS
18032,NEVER USED COCAINE
18033,NEVER USED COCAINE
18034,NEVER USED COCAINE
18035,NEVER USED COCAINE
18036,NEVER USED COCAINE
18037,NEVER USED COCAINE
18038,No
18039,NEVER USED COCAINE
18040,NEVER USED COCAINE
18041,DID NOT USE COCAINE IN THE PAST 12 MOS
18042,NEVER USED COCAINE
18043,NEVER USED COCAINE
18044,NEVER USED COCAINE
18045,NEVER USED COCAINE
18046,NEVER USED COCAINE
18047,DID NOT USE COCAINE IN THE PAST 12 MOS
18048,NEVER USED COCAINE
18049,NEVER USED COCAINE
18050,NEVER USED COCAINE
18051,Yes
18052,NEVER USED COCAINE
18053,NEVER USED COCAINE
18054,NEVER USED COCAINE
18055,NEVER USED COCAINE
18056,NEVER USED COCAINE
18057,NEVER USED COCAINE
18058,NEVER USED COCAINE
18059,DID NOT USE COCAINE IN THE PAST 12 MOS
18060,NEVER USED COCAINE
18061,NEVER USED COCAINE
18062,NEVER USED COCAINE
18063,NEVER USED COCAINE
18064,NEVER USED COCAINE
18065,NEVER USED COCAINE
18066,DID NOT USE COCAINE IN THE PAST 12 MOS
18067,NEVER USED COCAINE
18068,NEVER USED COCAINE
18069,NEVER USED COCAINE
18070,DID NOT USE COCAINE IN THE PAST 12 MOS
18071,NEVER USED COCAINE
18072,NEVER USED COCAINE
18073,NEVER USED COCAINE
18074,NEVER USED COCAINE
18075,NEVER USED COCAINE
18076,NEVER USED COCAINE
18077,DID NOT USE COCAINE IN THE PAST 12 MOS
18078,NEVER USED COCAINE
18079,NEVER USED COCAINE
18080,NEVER USED COCAINE
18081,NEVER USED COCAINE
18082,NEVER USED COCAINE
18083,NEVER USED COCAINE
18084,NEVER USED COCAINE
18085,DID NOT USE COCAINE IN THE PAST 12 MOS
18086,NEVER USED COCAINE
18087,NEVER USED COCAINE
18088,NEVER USED COCAINE
18089,NEVER USED COCAINE
18090,NEVER USED COCAINE
18091,NEVER USED COCAINE
18092,No
18093,NEVER USED COCAINE
18094,NEVER USED COCAINE
18095,NEVER USED COCAINE
18096,NEVER USED COCAINE
18097,NEVER USED COCAINE
18098,DID NOT USE COCAINE IN THE PAST 12 MOS
18099,NEVER USED COCAINE
18100,DID NOT USE COCAINE IN THE PAST 12 MOS
18101,NEVER USED COCAINE
18102,No
18103,NEVER USED COCAINE
18104,NEVER USED COCAINE
18105,NEVER USED COCAINE
18106,NEVER USED COCAINE
18107,NEVER USED COCAINE
18108,NEVER USED COCAINE
18109,NEVER USED COCAINE
18110,NEVER USED COCAINE
18111,NEVER USED COCAINE
18112,NEVER USED COCAINE
18113,No
18114,NEVER USED COCAINE
18115,NEVER USED COCAINE
18116,NEVER USED COCAINE
18117,NEVER USED COCAINE
18118,NEVER USED COCAINE
18119,NEVER USED COCAINE
18120,NEVER USED COCAINE
18121,NEVER USED COCAINE
18122,NEVER USED COCAINE
18123,NEVER USED COCAINE
18124,NEVER USED COCAINE
18125,NEVER USED COCAINE
18126,NEVER USED COCAINE
18127,NEVER USED COCAINE
18128,No
18129,DID NOT USE COCAINE IN THE PAST 12 MOS
18130,NEVER USED COCAINE
18131,NEVER USED COCAINE
18132,No
18133,NEVER USED COCAINE
18134,NEVER USED COCAINE
18135,NEVER USED COCAINE
18136,NEVER USED COCAINE
18137,NEVER USED COCAINE
18138,NEVER USED COCAINE
18139,NEVER USED COCAINE
18140,DID NOT USE COCAINE IN THE PAST 12 MOS
18141,NEVER USED COCAINE
18142,NEVER USED COCAINE
18143,NEVER USED COCAINE
18144,NEVER USED COCAINE
18145,DID NOT USE COCAINE IN THE PAST 12 MOS
18146,NEVER USED COCAINE
18147,NEVER USED COCAINE
18148,NEVER USED COCAINE
18149,NEVER USED COCAINE
18150,NEVER USED COCAINE
18151,NEVER USED COCAINE
18152,NEVER USED COCAINE
18153,NEVER USED COCAINE
18154,NEVER USED COCAINE
18155,NEVER USED COCAINE
18156,No
18157,NEVER USED COCAINE
18158,NEVER USED COCAINE
18159,NEVER USED COCAINE
18160,NEVER USED COCAINE
18161,NEVER USED COCAINE
18162,NEVER USED COCAINE
18163,NEVER USED COCAINE
18164,NEVER USED COCAINE
18165,NEVER USED COCAINE
18166,NEVER USED COCAINE
18167,NEVER USED COCAINE
18168,NEVER USED COCAINE
18169,NEVER USED COCAINE
18170,NEVER USED COCAINE
18171,NEVER USED COCAINE
18172,DID NOT USE COCAINE IN THE PAST 12 MOS
18173,NEVER USED COCAINE
18174,NEVER USED COCAINE
18175,NEVER USED COCAINE
18176,NEVER USED COCAINE
18177,NEVER USED COCAINE
18178,NEVER USED COCAINE
18179,NEVER USED COCAINE
18180,NEVER USED COCAINE
18181,NEVER USED COCAINE
18182,NEVER USED COCAINE
18183,NEVER USED COCAINE
18184,NEVER USED COCAINE
18185,NEVER USED COCAINE
18186,NEVER USED COCAINE
18187,DID NOT USE COCAINE IN THE PAST 12 MOS
18188,NEVER USED COCAINE
18189,NEVER USED COCAINE
18190,NEVER USED COCAINE
18191,NEVER USED COCAINE
18192,NEVER USED COCAINE
18193,NEVER USED COCAINE
18194,NEVER USED COCAINE
18195,NEVER USED COCAINE
18196,NEVER USED COCAINE
18197,NEVER USED COCAINE
18198,NEVER USED COCAINE
18199,BLANK (NO ANSWER)
18200,NEVER USED COCAINE
18201,NEVER USED COCAINE
18202,NEVER USED COCAINE
18203,NEVER USED COCAINE
18204,NEVER USED COCAINE
18205,NEVER USED COCAINE
18206,NEVER USED COCAINE
18207,NEVER USED COCAINE
18208,DID NOT USE COCAINE IN THE PAST 12 MOS
18209,NEVER USED COCAINE
18210,NEVER USED COCAINE
18211,NEVER USED COCAINE
18212,No
18213,NEVER USED COCAINE
18214,NEVER USED COCAINE
18215,NEVER USED COCAINE
18216,DID NOT USE COCAINE IN THE PAST 12 MOS
18217,NEVER USED COCAINE
18218,DID NOT USE COCAINE IN THE PAST 12 MOS
